id,nombre,provincia,ccaa,codigo_ine,url_ayuntamiento,url_fuente_noticias,tipo_fuente,latitud,longitud,created_at
9116,Monterrubio,Segovia,Castilla y León,,https://www.monterrubio.es,,,,,
9117,Moral de Hornuez,Segovia,Castilla y León,,https://www.moraldehornuez.es,,,,,
9118,Mozoncillo,Segovia,Castilla y León,,https://www.mozoncillo.es,,,,,
9119,Muñopedro,Segovia,Castilla y León,,https://www.munopedro.es,,,,,
9120,Muñoveros,Segovia,Castilla y León,,https://www.munoveros.es,,,,,
9121,Nava de la Asunción,Segovia,Castilla y León,,https://navadelaasuncion.org,,,,,
9122,Navafría,Segovia,Castilla y León,,https://www.navafria.es,,,,,
9123,Navalilla,Segovia,Castilla y León,,https://www.navalilla.es,,,,,
9124,Navalmanzano,Segovia,Castilla y León,,https://www.navalmanzano.es,,,,,
9125,Navares de Ayuso,Segovia,Castilla y León,,https://www.navaresdeayuso.es,,,,,
9126,Navares de Enmedio,Segovia,Castilla y León,,https://www.navaresdeenmedio.es,,,,,
9127,Navares de las Cuevas,Segovia,Castilla y León,,https://www.navaresdelascuevas.es,,,,,
9128,Navas de Oro,Segovia,Castilla y León,,https://www.navasdeoro.es,,,,,
9129,Navas de Riofrío,Segovia,Castilla y León,,https://www.navasderiofrio.es,,,,,
9130,Navas de San Antonio,Segovia,Castilla y León,,https://www.navasdesanantonio.es,,,,,
9131,Nieva,Segovia,Castilla y León,,https://www.nieva.es,,,,,
9132,Olombrada,Segovia,Castilla y León,,https://www.olombrada.es,,,,,
9133,Orejana,Segovia,Castilla y León,,https://www.orejana.es,,,,,
9134,Ortigosa de Pestaño,Segovia,Castilla y León,,https://www.ortigosadepestano.es,,,,,
9135,Ortigosa del Monte,Segovia,Castilla y León,,https://www.ortigosadelmonte.es,,,,,
9136,Otero de Herreros,Segovia,Castilla y León,,https://oterodeherreros.es,,,,,
9137,Pajarejos,Segovia,Castilla y León,,https://www.pajarejos.es,,,,,
9138,Palazuelos de Eresma,Segovia,Castilla y León,,https://www.palazuelosdeeresma.es,,,,,
9139,Pedraza,Segovia,Castilla y León,,https://www.pedraza.es,,,,,
9140,Pelayos del Arroyo,Segovia,Castilla y León,,https://www.pelayosdelarroyo.es,,,,,
9141,Perosillo,Segovia,Castilla y León,,https://www.perosillo.es,,,,,
9142,Pinarejos,Segovia,Castilla y León,,https://www.pinarejos.es,,,,,
9143,Pinarnegrillo,Segovia,Castilla y León,,https://www.pinarnegrillo.es,,,,,
9144,Pradales,Segovia,Castilla y León,,https://www.pradales.es,,,,,
9145,Prádena,Segovia,Castilla y León,,https://www.pradena.es,,,,,
9146,Puebla de Pedraza,Segovia,Castilla y León,,https://www.puebladepedraza.es,,,,,
9147,Rapariegos,Segovia,Castilla y León,,https://www.rapariegos.es,,,,,
9148,Real Sitio de San Ildefonso,Segovia,Castilla y León,,https://www.lagranja-valsain.com,,,,,
9149,Rebollo,Segovia,Castilla y León,,https://www.rebollo.es,,,,,
9150,Remondo,Segovia,Castilla y León,,https://www.remondo.es,,,,,
9151,Riaguas de San Bartolomé,Segovia,Castilla y León,,https://www.riaguasdesanbartolome.es,,,,,
9152,Riaza,Segovia,Castilla y León,,https://www.riaza.es,,,,,
9153,Ribota,Segovia,Castilla y León,,https://www.ribota.es,,,,,
9154,Riofrío de Riaza,Segovia,Castilla y León,,https://www.riofrioderiaza.es,,,,,
9155,Roda de Eresma,Segovia,Castilla y León,,https://www.rodadeeresma.es,,,,,
9156,Sacramenia,Segovia,Castilla y León,,https://www.sacramenia.es,,,,,
9157,Samboal,Segovia,Castilla y León,,https://www.samboal.es,,,,,
9158,San Cristóbal de Cuéllar,Segovia,Castilla y León,,https://www.sancristobaldecuellar.es,,,,,
9159,San Cristóbal de Segovia,Segovia,Castilla y León,,https://www.sancristobaldesegovia.es,,,,,
9160,San Cristóbal de la Vega,Segovia,Castilla y León,,https://www.sancristobaldelavega.es,,,,,
9161,San Martín y Mudrián,Segovia,Castilla y León,,https://www.sanmartinymudrian.es,,,,,
9162,San Miguel de Bernuy,Segovia,Castilla y León,,https://www.sanmigueldebernuy.es,,,,,
9163,San Pedro de Gaíllos,Segovia,Castilla y León,,https://sanpedrodegaillos.com,,,,,
9164,Sanchonuño,Segovia,Castilla y León,,https://www.sanchonuno.es,,,,,
9165,Sangarcía,Segovia,Castilla y León,,https://www.sangarcia.es,,,,,
9166,Santa Marta del Cerro,Segovia,Castilla y León,,https://www.santamartadelcerro.es,,,,,
9167,Santa María la Real de Nieva,Segovia,Castilla y León,,https://santamariadenieva.es,,,,,
9168,Santiuste de Pedraza,Segovia,Castilla y León,,https://www.santiustedepedraza.es,,,,,
9169,Santiuste de San Juan Bautista,Segovia,Castilla y León,,https://www.santiustedesanjuanbautista.es,,,,,
9170,Santo Domingo de Pirón,Segovia,Castilla y León,,https://www.santodomingodepiron.es,,,,,
9171,Santo Tomé del Puerto,Segovia,Castilla y León,,https://www.santotomedelpuerto.es,,,,,
9172,Sauquillo de Cabezas,Segovia,Castilla y León,,https://www.sauquillodecabezas.es,,,,,
9173,Sebúlcor,Segovia,Castilla y León,,https://www.sebulcor.es,,,,,
9174,Segovia,Segovia,Castilla y León,,https://www.segovia.es,,,,,
9175,Sepúlveda,Segovia,Castilla y León,,https://www.sepulveda.es,,,,,
9176,Sequera de Fresno,Segovia,Castilla y León,,https://www.sequeradefresno.es,,,,,
9177,Sotillo,Segovia,Castilla y León,,https://www.sotillo.es,,,,,
9178,Sotosalbos,Segovia,Castilla y León,,https://www.sotosalbos.es,,,,,
9179,Tabanera la Luenga,Segovia,Castilla y León,,https://www.tabaneralaluenga.es,,,,,
9180,Tolocirio,Segovia,Castilla y León,,https://www.tolocirio.es,,,,,
9181,Torre Val de San Pedro,Segovia,Castilla y León,,https://www.torrevaldesanpedro.es,,,,,
9182,Torreadrada,Segovia,Castilla y León,,https://www.torreadrada.es,,,,,
9183,Torrecaballeros,Segovia,Castilla y León,,https://torrecaballeros.net,,,,,
9184,Torrecilla del Pinar,Segovia,Castilla y León,,https://www.torrecilladelpinar.es,,,,,
