id,nombre,provincia,ccaa,codigo_ine,url_ayuntamiento,url_fuente_noticias,tipo_fuente,latitud,longitud,created_at
535,Navatejares,Ávila,Castilla y León,05170,https://www.navatejares.es,,,40.3355162,-5.5320952,2026-07-28 00:24:55.481942+00
536,Neila de San Miguel,Ávila,Castilla y León,05171,https://www.neiladesanmiguel.es,,,40.4234979,-5.6507565,2026-07-28 00:24:57.548574+00
537,Niharra,Ávila,Castilla y León,05172,https://www.niharra.es,,,40.5893491,-4.8393483,2026-07-28 00:24:59.624397+00
538,Ojos-Albos,Ávila,Castilla y León,05173,https://www.aytoojosalbos.es,,,40.7062924,-4.5166059,2026-07-28 00:25:01.667241+00
539,Orbita,Ávila,Castilla y León,05174,https://www.orbita.es,,,40.9983585,-4.6480105,2026-07-28 00:25:03.568659+00
540,"Oso, El",Ávila,Castilla y León,05175,https://www.eloso.es,,,40.8548593,-4.7630709,2026-07-28 00:25:05.375321+00
541,Padiernos,Ávila,Castilla y León,05176,https://www.padiernos.es,,,40.6215544,-4.845327,2026-07-28 00:25:07.044928+00
542,Pajares de Adaja,Ávila,Castilla y León,05177,https://www.pajaresdeadaja.es,,,40.9237685,-4.6399321,2026-07-28 00:25:09.110282+00
543,Palacios de Goda,Ávila,Castilla y León,05178,https://www.palaciosdegoda.es,,,41.1174317,-4.7847664,2026-07-28 00:25:10.992185+00
544,Papatrigo,Ávila,Castilla y León,05179,https://www.papatrigo.es,,,40.8680762,-4.8351177,2026-07-28 00:25:12.680023+00
545,"Parral, El",Ávila,Castilla y León,05180,https://www.elparral.es,,,40.7978292,-4.9904649,2026-07-28 00:25:14.484577+00
546,Pascualcobo,Ávila,Castilla y León,05181,https://www.pascualcobo.es,,,40.6561766,-5.2765076,2026-07-28 00:25:16.42614+00
547,Pedro Bernardo,Ávila,Castilla y León,05182,https://www.pedrobernardo.es,,,40.2439312,-4.9108472,2026-07-28 00:25:18.43906+00
548,Pedro-Rodríguez,Ávila,Castilla y León,05183,https://www.pedrorodriguez.es,,,40.9365078,-4.7861044,2026-07-28 00:25:20.4369+00
549,Peguerinos,Ávila,Castilla y León,05184,https://www.peguerinos.es,,,40.627154,-4.2311722,2026-07-28 00:25:22.142442+00
550,Peñalba de Ávila,Ávila,Castilla y León,05185,https://www.penalbadeavila.es,,,40.7716876,-4.74703,2026-07-28 00:25:24.023895+00
551,Piedrahíta,Ávila,Castilla y León,05186,https://www.aytopiedrahita.com,,,40.4635304,-5.3277166,2026-07-28 00:25:25.924141+00
552,Piedralaves,Ávila,Castilla y León,05187,https://www.piedralaves.es,,,40.3181182,-4.6986188,2026-07-28 00:25:27.55855+00
553,Poveda,Ávila,Castilla y León,05188,https://www.poveda.es,,,40.568,-5.0794334,2026-07-28 00:25:29.326801+00
554,Poyales del Hoyo,Ávila,Castilla y León,05189,https://www.poyalesdelhoyo.es,,,40.1732011,-5.1651418,2026-07-28 00:25:30.948869+00
555,Pozanco,Ávila,Castilla y León,05190,https://www.pozanco.es,,,40.800288,-4.6683059,2026-07-28 00:25:32.482352+00
556,Pradosegar,Ávila,Castilla y León,05191,https://www.pradosegar.es,,,40.5491266,-5.0697404,2026-07-28 00:25:34.223876+00
557,Puerto Castilla,Ávila,Castilla y León,05192,https://www.puertocastilla.es,,,40.2896265,-5.629666,2026-07-28 00:25:36.542224+00
558,Rasueros,Ávila,Castilla y León,05193,https://www.rasueros.es,,,41.0232602,-5.0742696,2026-07-28 00:25:38.476011+00
559,Riocabado,Ávila,Castilla y León,05194,https://www.riocabado.es,,,40.8320259,-4.802935,2026-07-28 00:25:40.408174+00
560,Riofrío,Ávila,Castilla y León,05195,https://www.riofrio.es,,,40.5477099,-4.778026,2026-07-28 00:25:41.95561+00
561,Rivilla de Barajas,Ávila,Castilla y León,05196,https://www.rivilladebarajas.es,,,40.9019309,-4.9882631,2026-07-28 00:25:43.902799+00
562,Salobral,Ávila,Castilla y León,05197,https://www.salobral.es,,,40.6120678,-4.8096732,2026-07-28 00:25:45.87173+00
563,Salvadiós,Ávila,Castilla y León,05198,https://www.salvadios.es,,,40.8783506,-5.0964251,2026-07-28 00:25:47.916736+00
564,San Bartolomé de Béjar,Ávila,Castilla y León,05199,https://www.sanbartolomedebejar.es,,,40.4079864,-5.6626602,2026-07-28 00:25:49.788599+00
565,San Bartolomé de Corneja,Ávila,Castilla y León,05200,https://www.sanbartolomedecorneja.es,,,40.4928456,-5.3841741,2026-07-28 00:25:51.989497+00
566,San Bartolomé de Pinares,Ávila,Castilla y León,05201,https://www.sanbartolomedepinares.es,,,40.5435143,-4.5397941,2026-07-28 00:25:54.021393+00
567,San Esteban de los Patos,Ávila,Castilla y León,05206,https://www.sanestebandelospatos.es,,,40.7465117,-4.6246867,2026-07-28 00:25:55.779818+00
568,San Esteban de Zapardiel,Ávila,Castilla y León,05208,https://www.sanestebandezapardiel.es,,,41.092755,-4.9009616,2026-07-28 00:25:57.475382+00
569,San Esteban del Valle,Ávila,Castilla y León,05207,https://www.sanestebandelvalle.es,,,40.273668,-4.98058,2026-07-28 00:25:59.594059+00
570,San García de Ingelmos,Ávila,Castilla y León,05209,https://www.sangarciadeingelmos.es,,,40.7692877,-5.1151447,2026-07-28 00:26:01.405688+00
571,San Juan de Gredos,Ávila,Castilla y León,05901,https://www.sanjuandegredos.es,,,40.3416673,-5.2299808,2026-07-28 00:26:03.267836+00
572,San Juan de la Encinilla,Ávila,Castilla y León,05210,https://www.sanjuandelaencinilla.es,,,40.8302999,-4.8379499,2026-07-28 00:26:04.929066+00
573,San Juan de la Nava,Ávila,Castilla y León,05211,https://sanjuandelanava.org,,,40.4787503,-4.680562,2026-07-28 00:26:06.847884+00
